timestamp,temperatura,humedad,pm2_5,co3,punto
2025-06-30 20:31:52,20.82,51.5,50.58,0.078,Punto 2
2025-06-30 20:31:54,22.42,44.3,32.78,0.044,Punto 2
2025-06-30 20:31:56,24.61,55.1,11.22,0.045,Punto 2
2025-06-30 20:31:58,29.61,53.9,17.22,0.075,Punto 2
2025-06-30 20:32:00,28.36,58.6,47.11,0.038,Punto 2
2025-06-30 20:32:02,21.74,57.7,54.15,0.038,Punto 2
2025-06-30 20:32:04,22.65,40.8,14.16,0.069,Punto 2
2025-06-30 20:32:06,23.87,41.8,20.21,0.037,Punto 2
2025-06-30 20:32:08,21.95,47.4,35.36,0.076,Punto 2
2025-06-30 20:32:10,21.11,40.8,31.86,0.014,Punto 2
2025-06-30 20:32:12,28.88,42.2,20.73,0.075,Punto 2
2025-06-30 20:32:14,23.85,58.6,21.39,0.065,Punto 2
2025-06-30 20:32:16,28.08,59.5,36.87,0.026,Punto 2
2025-06-30 20:32:18,29.45,56.2,47.52,0.063,Punto 2
2025-06-30 20:32:20,23.75,54.2,32.81,0.053,Punto 2
2025-06-30 20:32:22,22.67,52.5,47.15,0.026,Punto 2
2025-06-30 20:32:24,24.82,46.3,34.44,0.047,Punto 2
2025-06-30 20:32:26,24.50,42.8,24.17,0.068,Punto 2
2025-06-30 20:32:28,26.32,46.2,52.39,0.034,Punto 2
2025-06-30 20:32:30,20.48,55.5,27.47,0.030,Punto 2
2025-06-30 20:32:32,21.63,52.6,32.88,0.050,Punto 2
2025-06-30 20:32:34,21.64,58.2,18.44,0.095,Punto 2
2025-06-30 20:32:36,27.34,53.3,22.32,0.055,Punto 2
2025-06-30 20:32:38,26.83,45.4,18.54,0.094,Punto 2
2025-06-30 20:32:40,28.41,42.8,39.28,0.016,Punto 2
2025-06-30 20:32:42,29.82,42.3,41.53,0.016,Punto 2
2025-06-30 20:32:44,26.49,46.3,31.38,0.057,Punto 2
2025-06-30 20:32:46,20.52,58.0,30.81,0.088,Punto 2
2025-06-30 20:32:48,25.04,45.4,38.38,0.072,Punto 2
2025-06-30 20:32:50,25.63,51.1,10.21,0.068,Punto 2
2025-06-30 20:32:52,29.09,43.3,33.96,0.087,Punto 2
2025-06-30 20:32:54,20.10,43.0,14.64,0.035,Punto 2
2025-06-30 20:32:56,23.92,55.7,22.29,0.061,Punto 2
2025-06-30 20:32:58,28.63,44.9,37.63,0.055,Punto 2
2025-06-30 20:33:00,23.41,58.8,43.29,0.043,Punto 2
2025-06-30 20:33:02,29.62,50.6,22.14,0.030,Punto 2
2025-06-30 20:33:04,24.46,53.9,45.96,0.057,Punto 2
2025-06-30 20:33:06,26.27,48.6,29.96,0.106,Punto 2
2025-06-30 20:33:08,22.84,48.9,21.73,0.068,Punto 2
2025-06-30 20:33:10,21.75,57.7,10.40,0.020,Punto 2
2025-06-30 20:33:12,23.83,55.4,45.25,0.024,Punto 2
2025-06-30 20:33:14,23.68,51.0,23.96,0.029,Punto 2
2025-06-30 20:33:16,22.30,57.2,38.60,0.094,Punto 2
2025-06-30 20:33:18,24.07,58.8,29.96,0.091,Punto 2
